experiment_id,session_id,device_id,event_id,type,device_time,logged_time,time,confidence_interval,delay,filter_id,msg_offset,category,text
1,1,0,8405,151,85.49443650000103,85.4945886000005,85.49443650000103,0.0,0.0001521,0,0.0,b'',b'TRIAL_STOP'
1,1,0,8421,151,85.61858800000118,85.61880500000007,85.61858800000118,0.0,0.000217,0,0.0,b'',b'TRIAL_START'
1,1,0,8422,151,85.61891340000147,85.61905450000086,85.61891340000147,0.0,0.0001411,0,0.0,b'',b'FIXATION_START'
1,1,0,9111,151,88.59280890000082,88.5929769000013,88.59280890000082,0.0,0.000168,0,0.0,b'',b'FIXATION_STOP'
1,1,0,9112,151,88.60946740000145,88.60968640000101,88.60946740000145,0.0,0.000219,0,0.0,b'',b'IMAGE_START :88.60941'
1,1,0,9113,151,88.60977610000009,88.60992880000049,88.60977610000009,0.0,0.0001527,0,0.0,b'',b'img_3.jpg'
1,1,0,10772,151,95.59268980000161,95.5928754000015,95.59268980000161,0.0,0.0001856,0,0.0,b'',b'IMAGE_STOP :95.59264'
1,1,0,10773,151,95.59340040000097,95.59353640000154,95.59340040000097,0.0,0.000136,0,0.0,b'',b'REST_START'
1,1,0,11220,151,97.59267069999987,97.59286910000083,97.59267069999987,0.0,0.0001984,0,0.0,b'',b'REST_STOP'
1,1,0,11221,151,97.59353850000116,97.59364890000143,97.59353850000116,0.0,0.0001104,0,0.0,b'',b'TRIAL_STOP'
1,1,0,11232,151,97.63297030000103,97.63323410000157,97.63297030000103,0.0,0.0002638,0,0.0,b'',b'TRIAL_START'
1,1,0,11233,151,97.63333300000158,97.63348040000164,97.63333300000158,0.0,0.0001474,0,0.0,b'',b'FIXATION_START'
1,1,0,11950,151,100.60928779999995,100.60948370000006,100.60928779999995,0.0,0.00019590001,0,0.0,b'',b'FIXATION_STOP'
1,1,0,11951,151,100.62594450000142,100.62613880000026,100.62594450000142,0.0,0.0001943,0,0.0,b'',b'IMAGE_START :100.6259'
1,1,0,11952,151,100.62622650000048,100.62635040000168,100.62622650000048,0.0,0.0001239,0,0.0,b'',b'img_5.jpg'
1,1,0,13594,151,107.60897570000088,107.60918430000129,107.60897570000088,0.0,0.0002086,0,0.0,b'',b'IMAGE_STOP :107.60892'
1,1,0,13595,151,107.60969240000122,107.60982690000128,107.60969240000122,0.0,0.0001345,0,0.0,b'',b'REST_START'
1,1,0,13980,151,109.60915209999985,109.60941450000064,109.60915209999985,0.0,0.0002624,0,0.0,b'',b'REST_STOP'
1,1,0,13981,151,109.60996350000096,109.61015829999997,109.60996350000096,0.0,0.0001948,0,0.0,b'',b'TRIAL_STOP'
1,1,0,14007,151,109.745198300001,109.74540890000026,109.745198300001,0.0,0.0002106,0,0.0,b'',b'TRIAL_START'
1,1,0,14008,151,109.74551390000124,109.74564380000083,109.74551390000124,0.0,0.0001299,0,0.0,b'',b'FIXATION_START'
1,1,0,14686,151,112.72573600000032,112.72593490000145,112.72573600000032,0.0,0.0001989,0,0.0,b'',b'FIXATION_STOP'
1,1,0,14687,151,112.74239260000104,112.74261210000077,112.74239260000104,0.0,0.0002195,0,0.0,b'',b'IMAGE_START :112.74234'
1,1,0,14688,151,112.74271020000015,112.74284780000016,112.74271020000015,0.0,0.0001376,0,0.0,b'',b'img_4.jpg'
1,1,0,16328,151,119.72546320000038,119.72564650000095,119.72546320000038,0.0,0.0001833,0,0.0,b'',b'IMAGE_STOP :119.72539'
1,1,0,16329,151,119.72635150000133,119.72650800000156,119.72635150000133,0.0,0.0001565,0,0.0,b'',b'REST_START'
1,1,0,16756,151,121.72557560000132,121.72577700000147,121.72557560000132,0.0,0.0002014,0,0.0,b'',b'REST_STOP'
1,1,0,16757,151,121.7264138999999,121.72654290000173,121.7264138999999,0.0,0.00012900001,0,0.0,b'',b'TRIAL_STOP'
